Property_type,Property_city,Property_location,Bedrooms,Bathrooms,Parking_space,property_price_(per_month)
House,Pretoria,"Moreleta Park",2,1,2,9000
Apartment,Pretoria,Brooklyn,2,2,1,12000
Town-house,Pretoria,Montana,3,3,3,12250
Apartment,Pretoria,Montana,2,2,2,8600
Town-house,Pretoria,Garsfontein,3,2,2,12000
House,Pretoria,Garsfontein,3,2,5,26000
Apartment,Pretoria,Hatfield,2,2,4,9800
House,Pretoria,"Moreleta Park",4,4,1,26000
Town-house,Pretoria,"The Wilds",2,2,2,13000
Apartment,Pretoria,Sinoville,2,2,1,10600
Apartment,Pretoria,Menlyn,1,1,2,18000
Town-house,Pretoria,Equestria,4,3,2,17000
Apartment,Pretoria,"Olympus AH",2,2,2,14500
Apartment,Pretoria,"Olympus AH",2,2,2,14500
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,2,16500
Apartment,Pretoria,Shere,3,2,4,10500
House,Pretoria,"Andeon AH",3,2,2,9000
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,1,9500
Apartment,Pretoria,"La Montagne",2,1,1,8000
House,Pretoria,Muckleneuk,4,4,2,36500
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,11500
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,16500
Town-house,Pretoria,"Faerie Glen",2,1,4,13500
Apartment,Pretoria,Sunnyside,1,1,1,3303
Apartment,Pretoria,Gezina,3,1,5,3600
House,Pretoria,"Pretoria Gardens",2,2,1,13500
Apartment,Pretoria,"Montana Tuine",2,2,2,8550
Town-house,Pretoria,"La Montagne",2,1,2,7950
Town-house,Pretoria,"Olympus AH",3,2,4,16000
Town-house,Pretoria,"Faerie Glen",2,3,1,24000
Apartment,Pretoria,Montana,1,2,1,8900
Apartment,Pretoria,"Blyde Riverwalk Estate",2,1,3,14000
Town-house,Pretoria,Montana,5,2,3,9500
House,Pretoria,"Waterkloof Ridge",3,4,2,55000
Town-house,Pretoria,"Montana Tuine",2,2,1,12000
Apartment,Pretoria,Rietfontein,2,2,1,8000
House,Pretoria,"Silver Lakes Golf Estate",4,4,4,35000
Apartment,Pretoria,"La Montagne",3,2,2,10000
Town-house,Pretoria,Annlin,3,3,2,9320
Apartment,Pretoria,Newlands,1,1,1,7900
House,Pretoria,Montana,3,3,4,18730
Town-house,Pretoria,Wapadrand,3,2,1,12000
House,Pretoria,"Waterkloof Glen",5,5,6,60000
Apartment,Pretoria,"Menlo Park",1,1,2,10250
Town-house,Pretoria,Annlin,3,3,1,9320
House,Pretoria,"Montana Tuine",1,1,4,9032
House,Pretoria,Erasmuskloof,3,2,1,25000
Town-house,Pretoria,"Waterkloof Ridge",2,2,3,15500
Town-house,Pretoria,"Oukraal Estate",3,3,4,11000
House,Pretoria,"Lindo Park",3,1,1,9500
Town-house,Pretoria,Elarduspark,3,2,2,19500
Apartment,Pretoria,"Waterkloof Ridge",2,2,3,12000
House,Pretoria,"Mooikloof Gardens Estate",3,2,2,26000
Apartment,Pretoria,Menlyn,1,1,1,14500
House,Pretoria,Roodeplaat,3,2,2,15750
Apartment,Pretoria,Waverley,2,1,1,6000
Apartment,Pretoria,"Capital Park",1,1,1,3940
Town-house,Pretoria,Elarduspark,2,2,2,7500
Town-house,Pretoria,"Moreleta Park",2,1,1,11500
Apartment,Pretoria,"Montana Tuine",3,3,2,9500
House,Pretoria,"Six Fountains Residential Estate",2,2,2,40000
Apartment,Pretoria,Menlyn,1,1,1,55700
Apartment,Pretoria,"Olympus AH",1,1,2,9450
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10500
Apartment,Pretoria,Hatfield,3,2,2,4550
House,Pretoria,Andeon,3,1,2,9000
House,Pretoria,Meyerspark,2,1,1,14000
Apartment,Pretoria,"Philip Nel Park",3,2,2,6800
Apartment,Pretoria,Annlin,1,1,2,8300
Apartment,Pretoria,"Capital Park",3,2,1,3000
Apartment,Pretoria,Annlin,1,1,1,8300
Apartment,Pretoria,"Willow Acres",2,2,2,7500
Apartment,Pretoria,Shere,2,2,2,9800
Apartment,Pretoria,Montana,2,2,2,8900
Town-house,Pretoria,"Country View Estate",2,1,2,10500
House,Pretoria,Murrayfield,4,5,2,40000
Apartment,Pretoria,Silverton,2,1,2,5800
House,Pretoria,Lynnwood,4,3,2,28623
Town-house,Pretoria,"Faerie Glen",3,2,4,15000
Town-house,Pretoria,Brooklyn,3,3,2,23000
House,Pretoria,"Mooikloof Gardens Estate",4,3,1,35000
House,Pretoria,Montana,2,2,2,10600
Apartment,Pretoria,"Waterkloof Marina Retirement Estate",1,1,2,10500
Apartment,Pretoria,"Menlo Park",2,2,1,20000
Apartment,Pretoria,"The Hills Game Reserve Estate",2,2,4,11500
Town-house,Pretoria,"Silver Lakes Golf Estate",2,2,1,22000
House,Pretoria,"Olympus AH",3,2,1,21500
Apartment,Pretoria,"La Montagne",2,1,2,8800
House,Pretoria,"Pretoria North",1,1,8,4150
House,Pretoria,Murrayfield,4,5,2,40000
Apartment,Pretoria,Hatfield,2,1,2,8400
House,Pretoria,"Waterkloof Ridge",4,5,2,40000
House,Pretoria,"Waterkloof Ridge",4,5,6,42000
Apartment,Pretoria,"Menlo Park",1,1,1,13000
Apartment,Pretoria,"Moreleta Park",2,1,2,8800
Apartment,Pretoria,Shere,1,1,1,6750
Apartment,Pretoria,Menlyn,2,2,2,56000
Apartment,Pretoria,"Oukraal Estate",1,1,1,5400
Town-house,Pretoria,Elarduspark,2,1,2,8600
House,Pretoria,Waterkloof,4,3,7,25000
Apartment,Pretoria,"Oukraal Estate",1,1,1,5400
Apartment,Pretoria,Arcadia,2,1,2,8500
House,Pretoria,"The Wilds",4,5,4,49900
Apartment,Pretoria,Silverton,3,1,2,8000
Apartment,Pretoria,Andeon,1,1,1,5800
Town-house,Pretoria,Arcadia,3,2,1,12700
House,Pretoria,Waterkloof,5,4,2,35000
Apartment,Pretoria,"Menlo Park",2,2,2,14500
Town-house,Pretoria,Equestria,3,2,4,16800
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
House,Pretoria,Lynnwood,3,4,2,28000
Apartment,Pretoria,"Alphen Park",2,2,2,14000
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Town-house,Pretoria,"Olympus AH",2,2,2,16000
House,Pretoria,Waterkloof,4,4,3,60000
Town-house,Pretoria,Magalieskruin,2,2,1,8000
Town-house,Pretoria,"Die Wilgers",2,2,2,4500
Apartment,Pretoria,Brooklyn,2,2,1,19500
Apartment,Pretoria,"Mooikloof Manor",1,1,1,6250
Apartment,Pretoria,Waterkloof,2,1,1,11000
Town-house,Pretoria,Montana,2,2,2,10000
House,Pretoria,"Silver Lakes Golf Estate",2,2,1,23000
Apartment,Pretoria,"Mooikloof Manor",1,1,1,6250
Town-house,Pretoria,Annlin,3,2,4,12800
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,14000
House,Pretoria,"Lynnwood Glen",10,10,4,39500
Apartment,Pretoria,Montana,1,1,4,5600
House,Pretoria,"Faerie Glen",3,3,1,27000
House,Pretoria,"Mamelodi East",3,1,2,7500
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,17000
Apartment,Pretoria,"Greencreek Lifestyle Estate",3,2,2,12500
Apartment,Pretoria,Montana,1,1,1,6050
Apartment,Pretoria,Hillcrest,2,1,1,7500
Apartment,Pretoria,Hatfield,1,1,1,9000
House,Pretoria,Nellmapius,3,2,2,7500
Apartment,Pretoria,Hatfield,4,1,1,8000
House,Pretoria,"Faerie Glen",2,4,4,29000
Apartment,Pretoria,Queenswood,5,1,2,9500
House,Pretoria,"Six Fountains Residential Estate",2,5,4,50000
Apartment,Pretoria,Dorandia,3,1,1,7200
Town-house,Pretoria,Brooklyn,1,2,3,38000
Apartment,Pretoria,"Blyde Riverwalk Estate",3,1,1,11000
Apartment,Pretoria,Montana,3,2,3,10400
Apartment,Pretoria,"Blyde Riverwalk Estate",5,2,2,16000
House,Pretoria,"Lynnwood Glen",4,3,6,25000
House,Pretoria,"Waterkloof Heights",2,5,4,60000
Apartment,Pretoria,Dorandia,3,1,1,7200
Town-house,Pretoria,Montana,2,3,2,19000
Apartment,Pretoria,"Menlo Park",3,3,1,14000
House,Pretoria,"Faerie Glen",1,3,4,25000
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,2,10800
House,Pretoria,Eastwood,5,3,3,40000
House,Pretoria,"Montana Park",1,1,3,16500
Apartment,Pretoria,"La Montagne",2,1,1,6800
Apartment,Pretoria,Equestria,4,1,1,12000
Town-house,Pretoria,"Lynnwood Manor",2,2,2,50000
Apartment,Pretoria,Equestria,1,1,1,12000
House,Pretoria,Magalieskruin,3,1,2,6800
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",2,3,2,19000
House,Pretoria,Rietvalleirand,4,2,1,14000
House,Pretoria,"Savannah Country Estate",14,5,6,25000
House,Pretoria,Arcadia,4,12,6,5900
Town-house,Pretoria,"Tijger Vallei",3,2,3,14500
House,Pretoria,Montana,4,3,4,17300
Town-house,Pretoria,Brooklyn,1,3,4,40000
Apartment,Pretoria,"Willow Park Manor",3,1,1,12000
Apartment,Pretoria,Annlin,3,2,2,11206
Town-house,Pretoria,"Baileys Muckleneuk",1,4,3,26750
Apartment,Pretoria,Eloffsdal,2,1,1,6200
Apartment,Pretoria,Annlin,2,1,1,6700
Town-house,Pretoria,Montana,2,1,1,6500
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Apartment,Pretoria,"Wonderboom South",1,1,1,5150
House,Pretoria,"Montana Park",3,2,3,25000
House,Pretoria,Annlin,3,2,2,9320
Apartment,Pretoria,Hatfield,1,1,1,7300
Apartment,Pretoria,Montana,2,2,1,7680
Apartment,Pretoria,Sunnyside,2,1,1,6000
Town-house,Pretoria,Lynnwood,1,1,2,12000
House,Pretoria,Waterkloof,3,2,6,28000
Apartment,Pretoria,Hatfield,1,1,2,4950
House,Pretoria,Menlyn,1,1,1,4300
Town-house,Pretoria,Lynnwood,3,2,2,15900
Apartment,Pretoria,Annlin-Wes,2,2,2,7400
Town-house,Pretoria,Equestria,3,2,3,15800
Apartment,Pretoria,"Pretoria Central",1,1,2,5500
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Town-house,Pretoria,"Moreleta Park",2,1,1,10800
Apartment,Pretoria,"Olympus AH",2,2,2,9900
Apartment,Pretoria,Pretoriuspark,2,2,1,8000
Apartment,Pretoria,Hatfield,3,2,3,10000
House,Pretoria,"Lotus Gardens",6,7,1,6000
House,Pretoria,"Savannah Country Estate",3,2,3,39000
Town-house,Pretoria,Annlin,3,2,4,12000
House,Pretoria,"Waterkloof Ridge",3,3,1,28000
House,Pretoria,Montana,2,2,1,17300
Apartment,Pretoria,Hatfield,2,1,2,10000
Apartment,Pretoria,Silverton,1,1,2,6000
Apartment,Pretoria,Arcadia,3,1,2,2600
House,Pretoria,"Mountain View",2,1,1,9050
House,Pretoria,"Lotus Gardens",3,2,1,6500
House,Pretoria,"Mountain View",3,2,1,18000
Town-house,Pretoria,"Monument Park",2,1,1,22000
Apartment,Pretoria,Montana,2,1,1,7400
House,Pretoria,Waterkloof,5,4,4,45000
Apartment,Pretoria,Annlin,1,1,1,6150
Apartment,Pretoria,Annlin,1,1,1,6150
House,Pretoria,Waterkloof,5,6,9,100000
Apartment,Pretoria,Hillcrest,1,1,1,5900
Apartment,Pretoria,Erasmusrand,2,2,2,9500
Apartment,Pretoria,"Six Fountains",2,3,2,15400
House,Pretoria,"Waterkloof Boulevard Estate",3,2,2,37500
Apartment,Pretoria,"Pretoria Central",1,1,1,5650
Apartment,Pretoria,"Pretoria Central",1,1,2,5250
Apartment,Pretoria,"Pretoria Central",1,1,2,5150
Apartment,Pretoria,Montana,1,1,5,7800
House,Pretoria,Garsfontein,3,3,2,26000
House,Pretoria,Montana,3,1,1,12500
House,Pretoria,"Montana Park",3,2,3,11500
Apartment,Pretoria,Mooikloof,1,1,1,8500
House,Pretoria,Gezina,2,1,1,9950
Apartment,Pretoria,"Kilner Park",2,1,1,7700
Town-house,Pretoria,"Olympus AH",3,3,2,19000
House,Pretoria,"Lynnwood Glen",2,2,2,25000
Apartment,Pretoria,Montana,2,2,1,8000
House,Pretoria,"Zwavelpoort AH",3,3,4,23000
Town-house,Pretoria,Wapadrand,3,2,3,12000
Apartment,Pretoria,Doornpoort,3,2,2,9350
House,Pretoria,Waterkloof,3,4,5,48000
Apartment,Pretoria,"Waterkloof Marina Retirement Estate",1,1,1,9639
Apartment,Pretoria,Sinoville,3,1,1,6900
Town-house,Pretoria,Brooklyn,3,3,1,30000
House,Pretoria,"Philip Nel Park",5,1,2,15000
Apartment,Pretoria,Booysens,2,1,1,7000
Apartment,Pretoria,"Waterkloof Marina Retirement Estate",1,1,1,9639
Apartment,Pretoria,Montana,2,1,1,9600
Apartment,Pretoria,Menlyn,1,1,1,13500
Apartment,Pretoria,Sinoville,3,2,2,7250
Town-house,Pretoria,Rietfontein,2,1,2,6300
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,2,13500
Apartment,Pretoria,Montana,2,2,2,9400
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Town-house,Pretoria,"Kameeldrift East",4,2,2,12900
Town-house,Pretoria,Montana,3,3,2,11850
Apartment,Pretoria,"Baileys Muckleneuk",3,2,2,28650
Town-house,Pretoria,Muckleneuk,2,1,2,18000
Apartment,Pretoria,"Montana Tuine",2,1,1,7100
Apartment,Pretoria,Hatfield,1,4,1,7000
Town-house,Pretoria,"Waterkloof Ridge",4,2,4,30000
Town-house,Pretoria,Montana,3,3,1,8000
House,Pretoria,"Silver Stream Estate",4,2,4,30000
House,Pretoria,"East Lynne",3,3,2,10990
Town-house,Pretoria,"Woodhill Golf Estate",3,2,2,25000
Apartment,Pretoria,Annlin,3,1,2,11206
Apartment,Pretoria,"Pretoria Central",1,1,2,5400
Apartment,Pretoria,"Pretoria Central",1,4,2,5400
House,Pretoria,Roodeplaat,5,1,7,30000
Town-house,Pretoria,"Pretoria North",2,1,1,7150
Apartment,Pretoria,Montana,2,1,1,7100
Apartment,Pretoria,"Savannah Country Estate",1,2,1,11100
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,15500
Apartment,Pretoria,"Menlo Park",2,3,2,14000
House,Pretoria,"Montana Tuine",1,1,1,11632
Apartment,Pretoria,Sinoville,2,2,2,10600
House,Pretoria,"Lynnwood Glen",3,2,2,21500
Town-house,Pretoria,"Moreleta Park",4,3,6,16000
Apartment,Pretoria,Pretoriuspark,2,2,2,8750
Apartment,Pretoria,Rietvalleirand,3,2,2,8000
House,Pretoria,Wapadrand,3,2,4,30000
House,Pretoria,Montana,1,1,1,18730
Apartment,Pretoria,Doornpoort,2,1,2,4075
Town-house,Pretoria,"Moreleta Park",3,2,2,10700
Town-house,Pretoria,Hazeldean,3,3,2,9980
Town-house,Pretoria,"Olympus AH",3,2,4,19000
House,Pretoria,Montana,2,1,4,18730
Apartment,Pretoria,Waverley,3,3,1,9500
Town-house,Pretoria,"Menlo Park",2,1,2,25000
Apartment,Pretoria,"Montana Park",2,2,2,6900
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,15000
Town-house,Pretoria,"Olympus AH",2,2,2,16000
House,Pretoria,"Montana Park",5,4,4,30000
Apartment,Pretoria,Newlands,1,1,1,8700
Town-house,Pretoria,"Montana Tuine",2,1,1,6750
Town-house,Pretoria,Garsfontein,2,1,1,8600
Apartment,Pretoria,Gezina,2,1,1,5550
Town-house,Pretoria,"Woodhill Golf Estate",3,2,2,27000
Apartment,Pretoria,"Wonderboom South",2,1,1,5575
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10000
Apartment,Pretoria,"Menlo Park",1,1,1,5000
Apartment,Pretoria,"Proclamation Hill",2,1,2,6600
Apartment,Pretoria,Rietvalleirand,2,2,1,8400
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,2,10000
Apartment,Pretoria,Annlin,2,2,2,11206
Town-house,Pretoria,Montana,2,2,1,10000
Apartment,Pretoria,Montana,1,1,2,6050
Town-house,Pretoria,Wonderboom,3,2,1,10400
Apartment,Pretoria,Sinoville,2,1,2,7600
Apartment,Pretoria,Moregloed,2,2,2,11000
House,Pretoria,"Moreleta Park",3,3,2,19500
Apartment,Pretoria,Hatfield,1,1,1,6500
Apartment,Pretoria,Hatfield,2,2,2,10500
Apartment,Pretoria,Sinoville,2,2,1,10600
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,2,7900
Apartment,Pretoria,Hatfield,1,1,1,6050
Town-house,Pretoria,Roodeplaat,4,4,2,12900
Town-house,Pretoria,"Moreleta Park",3,2,1,12000
Apartment,Pretoria,Arcadia,2,1,2,6910
House,Pretoria,Equestria,3,3,2,27500
Apartment,Pretoria,Groenkloof,3,2,2,24000
Town-house,Pretoria,Garsfontein,3,2,1,12000
Apartment,Pretoria,Mooikloof,2,1,4,7350
Town-house,Pretoria,"The Wilds",3,2,2,24000
House,Pretoria,"Waterkloof Ridge",10,8,2,56000
Apartment,Pretoria,"Nieuw Muckleneuk",3,2,1,10000
House,Pretoria,Wapadrand,2,3,2,12200
Apartment,Pretoria,"Menlo Park",1,1,2,14000
Apartment,Pretoria,"Silver Lakes",3,2,2,22000
Apartment,Pretoria,"Die Wilgers",2,2,1,7500
Apartment,Pretoria,Andeon,2,1,2,8000
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,20000
Apartment,Pretoria,"Greencreek Lifestyle Estate",3,2,1,10500
Apartment,Pretoria,Doornpoort,1,1,2,5075
House,Pretoria,"Lindo Park",3,2,1,10000
Apartment,Pretoria,"Greencreek Lifestyle Estate",1,1,2,6750
Apartment,Pretoria,Brooklyn,2,2,1,15000
Apartment,Pretoria,Brooklyn,2,2,1,14000
House,Pretoria,"Lotus Gardens",2,1,2,6500
Apartment,Pretoria,Sinoville,3,1,2,7250
Apartment,Pretoria,"Pretoria West",1,1,2,5000
Apartment,Pretoria,Brooklyn,2,2,2,16500
Town-house,Pretoria,"Silver Lakes",2,2,1,9800
House,Pretoria,"Boardwalk Meander",4,3,5,48000
Apartment,Pretoria,"Willow Park Manor",1,1,1,6500
Apartment,Pretoria,Montana,2,1,1,10100
Apartment,Pretoria,Murrayfield,1,1,2,7500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,7300
Town-house,Pretoria,Montana,3,2,2,15610
Town-house,Pretoria,"Country View Estate",3,3,2,18500
Town-house,Pretoria,"Tyger Valley",3,2,2,13500
House,Pretoria,"Silver Lakes Golf Estate",4,3,6,35000
House,Pretoria,"Lynnwood Park",3,1,1,6950
House,Pretoria,Mooikloof,2,2,1,15500
Apartment,Pretoria,"Mooikloof Glen",1,2,2,9000
Apartment,Pretoria,Hatfield,2,1,1,8600
Apartment,Pretoria,"Mooikloof Glen",2,2,2,9000
House,Pretoria,"Lotus Gardens",4,1,1,5500
House,Pretoria,"Silver Lakes Golf Estate",1,4,4,68000
Apartment,Pretoria,"Silver Lakes",1,1,1,6500
House,Pretoria,Menlyn,3,1,2,17000
House,Pretoria,"Waterkloof Park",3,3,4,27000
House,Pretoria,"Six Fountains",3,2,2,38000
Apartment,Pretoria,"Silver Lakes",2,2,1,9500
Apartment,Pretoria,"Nieuw Muckleneuk",4,2,1,25000
Apartment,Pretoria,Equestria,3,1,2,8900
Apartment,Pretoria,"Menlo Park",2,2,2,18500
Apartment,Pretoria,Hatfield,3,2,2,3500
House,Pretoria,Doornpoort,2,2,12,12600
Apartment,Pretoria,Hatfield,3,4,1,10200
House,Pretoria,Waverley,3,2,2,30000
House,Pretoria,"Waterkloof Ridge",2,2,1,38000
Town-house,Pretoria,"Pretoria North",1,1,2,6800
Town-house,Pretoria,"Menlo Park",3,3,1,19500
Town-house,Pretoria,Hatfield,1,1,2,5985
Town-house,Pretoria,Florauna,2,1,2,11200
Town-house,Pretoria,Hatfield,3,2,1,5985
House,Pretoria,Villieria,1,1,6,8000
House,Pretoria,Florauna,3,1,1,11900
Apartment,Pretoria,"Menlo Park",1,1,1,10250
Apartment,Pretoria,"Greencreek Lifestyle Estate",2,1,2,8500
Apartment,Pretoria,"Pretoria Central",1,1,2,8000
Apartment,Pretoria,Sinoville,2,2,2,10200
Apartment,Pretoria,"Mooikloof Ridge",2,1,2,8500
Apartment,Pretoria,Arcadia,2,1,1,4000
Town-house,Pretoria,"Pretoria North",2,2,2,6200
Apartment,Pretoria,"Menlo Park",2,3,1,23000
Town-house,Pretoria,Equestria,3,1,3,8100
House,Pretoria,Muckleneuk,2,2,1,16000
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,13000
House,Pretoria,Rietfontein,2,2,1,11500
Apartment,Pretoria,"Olympus AH",1,1,1,8000
Apartment,Pretoria,Hatfield,2,1,2,7980
Apartment,Pretoria,"Menlo Park",4,3,2,23000
House,Pretoria,"Willow Acres",3,4,2,29870
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,18000
House,Pretoria,"Kameeldrift East",2,1,2,8900
Apartment,Pretoria,Montana,2,1,1,8400
House,Pretoria,"Olympus AH",2,2,1,15000
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Brooklyn,2,2,1,12000
House,Pretoria,Hazelwood,3,3,2,50000
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,9250
Apartment,Pretoria,"Montana Tuine",2,1,1,7750
Apartment,Pretoria,Andeon,2,1,2,7030
House,Pretoria,"Silver Stream Estate",4,6,1,34000
Apartment,Pretoria,Hatfield,2,1,3,3800
Town-house,Pretoria,"Baileys Muckleneuk",3,4,5,26750
Town-house,Pretoria,"Faerie Glen",3,2,1,18500
Apartment,Pretoria,"Pretoria North",2,1,2,5900
Town-house,Pretoria,"Olympus AH",2,2,4,16500
Apartment,Pretoria,Andeon,1,1,1,5650
Town-house,Pretoria,"Silver Lakes Golf Estate",4,4,2,43000
Apartment,Pretoria,Sunnyside,2,1,1,5800
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,20000
Apartment,Pretoria,Sinoville,2,2,1,7600
Apartment,Pretoria,Brooklyn,2,2,1,16500
Apartment,Pretoria,Hillcrest,1,1,1,7900
Apartment,Pretoria,"Lynnwood Manor",1,1,1,9000
Apartment,Pretoria,"Pretoria North",2,1,2,7350
Town-house,Pretoria,Pretoriuspark,2,2,2,9900
Town-house,Pretoria,"Olympus AH",2,2,6,15500
House,Pretoria,"Boschkop AH",4,4,2,35000
Apartment,Pretoria,Mooikloof,2,2,1,12000
House,Pretoria,"Mahube Valley",2,1,3,4600
House,Pretoria,"Waterkloof Ridge",4,3,2,70000
House,Pretoria,"Philip Nel Park",3,1,1,6500
Apartment,Pretoria,Sunnyside,1,1,1,3203
Apartment,Pretoria,"Blyde Riverwalk Estate",2,1,1,11000
Apartment,Pretoria,"La Montagne",2,1,2,8000
House,Pretoria,Waverley,1,1,1,11300
Apartment,Pretoria,Arcadia,2,1,1,6300
Apartment,Pretoria,Sunnyside,3,1,2,6700
Apartment,Pretoria,"Erasmus Park",1,2,1,16500
Apartment,Pretoria,"Constantia Park",3,1,1,6500
Town-house,Pretoria,"Lynnwood Glen",1,2,1,20000
Apartment,Pretoria,Garsfontein,1,1,1,10500
Apartment,Pretoria,Waverley,2,1,1,8200
Apartment,Pretoria,"Daspoort Estate",1,1,1,3600
Town-house,Pretoria,Equestria,3,2,4,15500
Apartment,Pretoria,"Pretoria Central",1,1,1,3010
House,Pretoria,"Buffelsdrift AH",3,2,2,12500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10000
House,Pretoria,"Silver Lakes Golf Estate",4,2,4,35000
Apartment,Pretoria,"East Lynne",2,1,1,7500
House,Pretoria,Waterkloof,4,5,6,56000
Apartment,Pretoria,"Buffelsdrift AH",1,1,1,9000
House,Pretoria,"Buffelsdrift AH",3,2,2,12500
Apartment,Pretoria,Waverley,2,1,1,9500
House,Pretoria,"Zambezi Manor Lifestyle Estate",3,2,1,14200
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,2,8900
Apartment,Pretoria,"Moreleta Park",1,1,2,8500
Town-house,Pretoria,Equestria,3,2,2,15000
Apartment,Pretoria,"Menlo Park",2,3,1,14500
Apartment,Pretoria,"Silver Lakes Golf Estate",2,2,1,28000
Apartment,Pretoria,"Wonderboom South",1,1,2,4100
Apartment,Pretoria,Hatfield,1,1,1,7350
Apartment,Pretoria,"Paramount Estate",2,2,1,8800
Apartment,Pretoria,Brooklyn,2,2,2,13000
House,Pretoria,"Moreleta Park",4,3,2,24000
House,Pretoria,"Faerie Glen",4,3,4,20000
House,Pretoria,"Moreleta Park",4,3,2,24000
House,Pretoria,"Silver Lakes",3,2,4,27000
Town-house,Pretoria,"Die Wilgers",2,1,1,11900
Apartment,Pretoria,"Mooikloof Ridge",2,1,1,8500
Apartment,Pretoria,"Willow Park Manor",1,1,1,8200
Apartment,Pretoria,Roodeplaat,2,1,1,7750
House,Pretoria,Erasmusrand,4,3,2,23000
Apartment,Pretoria,Sinoville,3,1,2,7250
House,Pretoria,Roodeplaat,2,1,2,8800
Apartment,Pretoria,Rietvalleirand,2,2,2,13500
Apartment,Pretoria,Menlyn,2,2,1,9500
Apartment,Pretoria,Montana,4,3,5,10500
House,Pretoria,"Waterkloof Ridge",1,1,1,37000
Apartment,Pretoria,Gezina,1,1,1,4200
Apartment,Pretoria,"Pretoria Central",2,2,2,5500
Town-house,Pretoria,Boardwalk,2,2,2,15500
Town-house,Pretoria,Boardwalk,2,2,2,15500
Apartment,Pretoria,Waverley,2,1,2,9750
Apartment,Pretoria,Menlyn,2,1,1,9800
Apartment,Pretoria,Hatfield,1,1,1,7700
Apartment,Pretoria,Rietvalleirand,2,2,2,13500
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,13500
Apartment,Pretoria,Menlyn,2,1,1,9800
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,11000
Apartment,Pretoria,Hazeldean,2,1,1,8500
Apartment,Pretoria,Hazeldean,3,2,2,9500
Apartment,Pretoria,"Pretoria West",2,1,4,7500
Apartment,Pretoria,"Pretoria Central",3,2,2,1280
Apartment,Pretoria,"Moreleta Park",3,2,2,8500
House,Pretoria,Nellmapius,3,2,4,8000
Town-house,Pretoria,Montana,2,1,5,12230
Town-house,Pretoria,Montana,2,3,4,10000
Town-house,Pretoria,Annlin,3,2,5,13750
Apartment,Pretoria,Brooklyn,2,2,2,13000
Apartment,Pretoria,Sinoville,2,2,2,10400
Town-house,Pretoria,"Olympus AH",3,3,3,19000
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Town-house,Pretoria,"Boardwalk Meander",3,2,2,21000
Apartment,Pretoria,Arcadia,2,1,2,7500
Apartment,Pretoria,Hillcrest,1,1,1,6300
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,17000
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,1,7000
Apartment,Pretoria,Menlyn,1,1,1,22000
Apartment,Pretoria,"Waterkloof Marina Retirement Estate",2,1,2,15530
Apartment,Pretoria,"The Hills Game Reserve Estate",3,2,2,14000
Apartment,Pretoria,Arcadia,2,1,1,7500
Apartment,Pretoria,"Olympus AH",1,1,1,9410
Apartment,Pretoria,"Erasmus Park",2,2,1,12000
Apartment,Pretoria,"Pretoria North",1,1,1,4200
