Property_type,Property_city,Property_location,Bedrooms,Bathrooms,Parking_space,property_price_(per_month)
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10000
Apartment,Pretoria,Brooklyn,1,1,1,5500
Apartment,Pretoria,Montana,3,2,2,10900
Apartment,Pretoria,Brooklyn,2,2,4,12750
Apartment,Pretoria,Brooklyn,2,2,2,13950
Apartment,Pretoria,Montana,2,2,2,8600
Apartment,Pretoria,Hatfield,1,1,1,4000
Apartment,Pretoria,Annlin,2,1,2,8000
Apartment,Pretoria,Mooikloof,2,2,2,9500
Apartment,Pretoria,"Willow Park Manor",1,1,2,10000
Apartment,Pretoria,Arcadia,1,1,1,5200
Apartment,Pretoria,Sunnyside,1,1,1,4000
Apartment,Pretoria,Equestria,2,2,2,10500
Apartment,Pretoria,"Olympus AH",2,1,1,8525
Apartment,Pretoria,"Philip Nel Park",2,1,1,5950
Apartment,Pretoria,Annlin,1,1,1,6150
Apartment,Pretoria,"Olympus AH",2,2,2,10500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,9000
Apartment,Pretoria,Arcadia,2,2,1,6000
Apartment,Pretoria,Menlyn,2,2,2,10400
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,2,7500
Apartment,Pretoria,Waterkloof,2,2,1,15990
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Montana,1,1,1,5000
Apartment,Pretoria,Arcadia,1,1,3,5500
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,2,13000
Apartment,Pretoria,Hatfield,2,1,1,9500
Apartment,Pretoria,Hatfield,3,1,1,4500
Apartment,Pretoria,"Menlo Park",2,2,2,16000
Apartment,Pretoria,Waverley,1,1,1,4750
Apartment,Pretoria,"Olympus AH",2,1,2,8800
Apartment,Pretoria,"Olympus AH",2,2,2,10000
Apartment,Pretoria,"Menlo Park",3,1,1,16000
Apartment,Pretoria,Hatfield,2,2,2,3750
Apartment,Pretoria,"Menlo Park",2,1,2,15900
Apartment,Pretoria,Mooikloof,3,2,2,16000
Apartment,Pretoria,Hatfield,2,1,2,7900
Apartment,Pretoria,Equestria,2,1,2,16000
Apartment,Pretoria,Hatfield,1,1,2,4200
Apartment,Pretoria,Montana,2,1,1,8400
Apartment,Pretoria,Hazeldean,2,1,2,9250
Apartment,Pretoria,Annlin,2,1,1,7400
Apartment,Pretoria,Arcadia,3,1,3,7580
Apartment,Pretoria,Montana,1,1,2,5400
Apartment,Pretoria,Annlin,3,2,1,9300
Apartment,Pretoria,Hatfield,2,2,1,9400
Apartment,Pretoria,Hazeldean,2,2,1,8800
Apartment,Pretoria,"Pretoria Central",2,1,1,5445
Apartment,Pretoria,"Olympus AH",2,2,2,9900
Apartment,Pretoria,"Willow Park Manor",1,1,1,8500
Apartment,Pretoria,Waverley,2,1,1,8400
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8350
Apartment,Pretoria,Sinoville,2,2,1,10600
Apartment,Pretoria,Sunnyside,1,1,1,4900
Apartment,Pretoria,Sunnyside,2,1,2,7900
Apartment,Pretoria,Montana,2,2,1,9200
Apartment,Pretoria,Hazeldean,2,2,3,9800
Apartment,Pretoria,Brooklyn,2,2,2,13000
Apartment,Pretoria,Hazeldean,2,1,4,8500
Apartment,Pretoria,Waterkloof,1,1,1,18990
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10000
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,17000
Apartment,Pretoria,Montana,1,1,1,5000
Apartment,Pretoria,Hatfield,1,1,1,9000
Apartment,Pretoria,"Menlo Park",1,2,1,15000
Apartment,Pretoria,Montana,4,1,1,5100
Apartment,Pretoria,"Pretoria North",1,1,1,6300
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,12000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8350
Apartment,Pretoria,Arcadia,1,1,1,8500
Apartment,Pretoria,Sinoville,2,2,1,10500
Apartment,Pretoria,Arcadia,1,1,4,5300
Apartment,Pretoria,Lynnwood,1,1,1,6500
Apartment,Pretoria,Waterkloof,1,1,1,11500
Apartment,Pretoria,Hatfield,2,1,2,5990
Apartment,Pretoria,Lynnwood,1,1,3,6500
Apartment,Pretoria,Hatfield,1,1,2,12000
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,9639
Apartment,Pretoria,"Olympus AH",2,1,1,8800
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,9500
Apartment,Pretoria,Hatfield,1,1,1,7320
Apartment,Pretoria,Waterkloof,2,2,1,28990
Apartment,Pretoria,Hatfield,1,1,1,7320
Apartment,Pretoria,Brooklyn,2,2,1,14950
Apartment,Pretoria,"Menlo Park",2,2,1,14000
Apartment,Pretoria,Sunnyside,1,1,1,4850
Apartment,Pretoria,Montana,1,1,4,5100
Apartment,Pretoria,Waterkloof,2,1,1,18990
Apartment,Pretoria,Sinoville,2,1,1,7600
Apartment,Pretoria,"Willow Park Manor",2,2,1,15000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,4,8000
Apartment,Pretoria,Arcadia,1,1,1,5090
Apartment,Pretoria,Waterkloof,1,1,1,19990
Apartment,Pretoria,Montana,2,1,1,7900
Apartment,Pretoria,Hatfield,1,1,1,7800
Apartment,Pretoria,Hatfield,1,1,1,7800
Apartment,Pretoria,"Pretoria Central",1,1,1,3253
Apartment,Pretoria,Waverley,2,1,2,5400
Apartment,Pretoria,Menlyn,2,1,1,24500
Apartment,Pretoria,"Waterkloof Ridge",2,2,1,11500
Apartment,Pretoria,Sunnyside,2,2,2,7500
Apartment,Pretoria,Hatfield,2,2,1,8000
Apartment,Pretoria,"Pretoria North",2,1,1,6800
Apartment,Pretoria,Waterkloof,2,1,1,27990
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,14000
Apartment,Pretoria,"Pretoria North",2,1,1,6800
Apartment,Pretoria,Lynnwood,1,1,1,11000
Apartment,Pretoria,Brooklyn,2,2,2,13000
Apartment,Pretoria,Waterkloof,1,1,1,18990
Apartment,Pretoria,Hazeldean,2,2,1,10300
Apartment,Pretoria,"Willow Park Manor",3,2,2,16500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8000
Apartment,Pretoria,"Olympus AH",2,2,2,9900
Apartment,Pretoria,"Willow Park Manor",2,1,1,9500
Apartment,Pretoria,"Menlo Park",2,2,2,14300
Apartment,Pretoria,Arcadia,1,1,1,6700
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8444
Apartment,Pretoria,Lynnwood,3,3,2,18000
Apartment,Pretoria,Lynnwood,3,3,2,18000
Apartment,Pretoria,"Olympus AH",2,1,2,8800
Apartment,Pretoria,Montana,1,1,1,5200
Apartment,Pretoria,Hatfield,2,1,2,7950
Apartment,Pretoria,Hatfield,2,2,1,13000
Apartment,Pretoria,"Olympus AH",2,2,1,12320
Apartment,Pretoria,Brooklyn,1,1,1,4500
Apartment,Pretoria,Hazeldean,3,2,2,9500
Apartment,Pretoria,Hatfield,2,1,1,3700
Apartment,Pretoria,"Pretoria Central",1,1,1,5900
Apartment,Pretoria,Hatfield,2,1,2,10000
Apartment,Pretoria,"Willow Park Manor",1,1,1,10000
Apartment,Pretoria,Hazeldean,2,2,1,9500
Apartment,Pretoria,"Waterkloof Ridge",2,2,2,11000
Apartment,Pretoria,Sinoville,1,1,1,10200
Apartment,Pretoria,"Pretoria North",3,2,2,7150
Apartment,Pretoria,"Willow Park Manor",5,5,1,28000
Apartment,Pretoria,"Willow Park Manor",3,3,4,10000
Apartment,Pretoria,"Willow Park Manor",4,2,4,11500
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,16500
Apartment,Pretoria,"Olympus AH",2,1,1,7800
Apartment,Pretoria,Hazeldean,2,2,1,8800
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,7000
Apartment,Pretoria,Menlyn,1,1,1,17000
Apartment,Pretoria,Hatfield,2,1,1,7200
Apartment,Pretoria,Hatfield,1,1,3,5800
Apartment,Pretoria,Hazeldean,2,2,2,8800
Apartment,Pretoria,"Menlo Park",2,2,2,18000
Apartment,Pretoria,Waterkloof,2,1,1,16000
Apartment,Pretoria,Waterkloof,2,2,3,17500
Apartment,Pretoria,"Olympus AH",2,1,1,8800
Apartment,Pretoria,Arcadia,1,1,1,4880
Apartment,Pretoria,Hatfield,2,2,2,16990
Apartment,Pretoria,Hatfield,2,1,2,10000
Apartment,Pretoria,Sunnyside,2,2,3,7500
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,3,15500
Apartment,Pretoria,Montana,2,2,1,8900
Apartment,Pretoria,Hatfield,2,1,1,7900
Apartment,Pretoria,Hatfield,1,1,1,6800
Apartment,Pretoria,"Waterkloof Ridge",1,1,3,19990
Apartment,Pretoria,Arcadia,3,2,1,8400
Apartment,Pretoria,Montana,2,2,1,10400
Apartment,Pretoria,"Pretoria North",2,1,1,5500
Apartment,Pretoria,Hatfield,2,1,1,8500
Apartment,Pretoria,Sinoville,2,2,1,10400
Apartment,Pretoria,Montana,2,2,2,10400
Apartment,Pretoria,"Nieuw Muckleneuk",3,2,2,25000
Apartment,Pretoria,Sinoville,2,2,2,10400
Apartment,Pretoria,"Pretoria Central",1,1,1,4650
Apartment,Pretoria,"Menlo Park",3,3,2,25000
Apartment,Pretoria,Montana,2,1,3,10600
Apartment,Pretoria,Montana,3,2,2,11900
Apartment,Pretoria,Sunnyside,2,1,4,7750
Apartment,Pretoria,Annlin,2,2,1,8400
Apartment,Pretoria,"Willow Park Manor",3,2,2,16500
Apartment,Pretoria,Hatfield,1,1,1,6900
Apartment,Pretoria,Hatfield,1,1,1,7850
Apartment,Pretoria,Sinoville,2,2,2,10500
Apartment,Pretoria,Mooikloof,2,2,1,9000
Apartment,Pretoria,Sinoville,2,1,2,10600
Apartment,Pretoria,Sunnyside,1,1,2,4100
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,4,15000
Apartment,Pretoria,Montana,1,1,1,5000
Apartment,Pretoria,Sinoville,2,2,1,10400
Apartment,Pretoria,Hatfield,2,1,4,4000
Apartment,Pretoria,Sunnyside,1,1,2,4100
Apartment,Pretoria,Sunnyside,6,1,2,2600
Apartment,Pretoria,"Waterkloof Ridge",2,1,2,18990
Apartment,Pretoria,"Olympus AH",2,2,1,12320
Apartment,Pretoria,Arcadia,1,1,1,4030
Apartment,Pretoria,Hillcrest,2,2,1,11600
Apartment,Pretoria,Sinoville,2,2,1,10600
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,Arcadia,1,1,1,6000
Apartment,Pretoria,"Menlo Park",2,1,3,10500
Apartment,Pretoria,Hatfield,5,3,1,11000
Apartment,Pretoria,Sunnyside,3,3,1,2500
Apartment,Pretoria,Sinoville,2,1,2,10600
Apartment,Pretoria,Brooklyn,2,2,1,11900
Apartment,Pretoria,Annlin,3,2,1,11206
Apartment,Pretoria,Sunnyside,3,1,2,8000
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,18990
Apartment,Pretoria,Montana,1,1,1,6050
Apartment,Pretoria,Annlin,3,2,1,11206
Apartment,Pretoria,"Faerie Glen",3,2,3,15000
Apartment,Pretoria,Brooklyn,3,3,2,20800
Apartment,Pretoria,Hillcrest,1,2,1,5800
Apartment,Pretoria,"Waterkloof Ridge",1,1,2,18990
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,18990
Apartment,Pretoria,Hatfield,1,1,2,6025
Apartment,Pretoria,"Menlo Park",1,1,1,8500
Apartment,Pretoria,Hatfield,2,2,4,7000
Apartment,Pretoria,"Pretoria North",1,1,2,4500
Apartment,Pretoria,"Menlo Park",1,1,2,7550
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,9990
Apartment,Pretoria,"Pretoria North",2,1,1,6000
Apartment,Pretoria,"Olympus AH",2,1,1,8800
Apartment,Pretoria,Waterkloof,1,1,1,18990
Apartment,Pretoria,Arcadia,6,2,1,2000
Apartment,Pretoria,"Menlo Park",2,3,2,14000
Apartment,Pretoria,Equestria,2,2,2,9100
Apartment,Pretoria,Arcadia,2,2,1,6000
Apartment,Pretoria,Brooklyn,2,2,2,12000
Apartment,Pretoria,Waterkloof,3,3,2,20800
Apartment,Pretoria,Hatfield,2,1,2,8500
Apartment,Pretoria,Montana,2,2,2,8400
Apartment,Pretoria,"Willow Park Manor",3,2,4,16995
Apartment,Pretoria,"Olympus AH",2,1,1,8500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8200
Apartment,Pretoria,Hatfield,2,2,2,18000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10000
Apartment,Pretoria,Arcadia,2,1,1,3003
Apartment,Pretoria,Equestria,1,1,1,8600
Apartment,Pretoria,Equestria,3,2,3,8600
Apartment,Pretoria,Arcadia,1,1,1,5090
Apartment,Pretoria,Menlyn,1,1,1,13400
Apartment,Pretoria,"Olympus AH",2,1,2,10175
Apartment,Pretoria,Mooikloof,2,2,2,11900
Apartment,Pretoria,Sunnyside,1,1,2,3700
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,1,20888
Apartment,Pretoria,Hatfield,2,2,2,11250
Apartment,Pretoria,Hillcrest,1,1,1,4550
Apartment,Pretoria,Montana,1,1,1,5500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8900
Apartment,Pretoria,Sunnyside,5,2,2,2800
Apartment,Pretoria,Arcadia,1,1,1,4450
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8000
Apartment,Pretoria,Hillcrest,1,1,1,7900
Apartment,Pretoria,Hillcrest,1,1,1,7900
Apartment,Pretoria,Lynnwood,2,2,2,16000
Apartment,Pretoria,Lynnwood,2,1,2,9400
Apartment,Pretoria,"Olympus AH",2,1,2,10175
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,4,8300
Apartment,Pretoria,"Menlo Park",2,2,1,21500
Apartment,Pretoria,Equestria,2,2,4,10300
Apartment,Pretoria,Montana,2,1,2,7680
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,9800
Apartment,Pretoria,Menlyn,1,1,1,25300
Apartment,Pretoria,Sinoville,2,2,1,10500
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,Sinoville,2,2,1,10400
Apartment,Pretoria,Sinoville,2,2,1,10400
Apartment,Pretoria,Sinoville,2,2,1,10400
Apartment,Pretoria,Mooikloof,3,2,2,12500
Apartment,Pretoria,Lynnwood,2,2,2,25000
Apartment,Pretoria,Sunnyside,1,1,1,3200
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,1,26000
Apartment,Pretoria,Hatfield,1,1,1,6950
Apartment,Pretoria,Hatfield,2,1,1,5500
Apartment,Pretoria,Brooklyn,2,2,1,16500
Apartment,Pretoria,"Menlo Park",2,2,4,11000
Apartment,Pretoria,Annlin,1,1,2,7400
Apartment,Pretoria,Arcadia,2,1,4,13000
Apartment,Pretoria,"Philip Nel Park",1,1,1,4800
Apartment,Pretoria,"Olympus AH",2,2,1,12320
Apartment,Pretoria,"Pretoria Central",1,1,3,4620
Apartment,Pretoria,Lynnwood,1,1,2,14200
Apartment,Pretoria,Menlyn,2,3,2,21899
Apartment,Pretoria,Hazeldean,1,1,3,5390
Apartment,Pretoria,Waterkloof,1,1,4,8990
Apartment,Pretoria,Hatfield,2,1,1,6615
Apartment,Pretoria,Montana,2,2,2,8250
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,16500
Apartment,Pretoria,Equestria,2,2,2,10500
Apartment,Pretoria,Sunnyside,2,1,1,5000
Apartment,Pretoria,Arcadia,2,1,2,6500
Apartment,Pretoria,Mooikloof,2,2,3,10000
Apartment,Pretoria,Hatfield,2,1,1,7500
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,Equestria,1,1,1,9000
Apartment,Pretoria,Sunnyside,4,4,4,3900
Apartment,Pretoria,"Blyde Riverwalk Estate",3,1,2,11000
Apartment,Pretoria,Brooklyn,2,2,2,13950
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,2,17000
Apartment,Pretoria,"Willow Park Manor",2,2,2,10200
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8500
Apartment,Pretoria,"Willow Park Manor",2,1,2,9500
Apartment,Pretoria,Waterkloof,3,3,2,20800
Apartment,Pretoria,Menlyn,1,1,2,24000
Apartment,Pretoria,Hatfield,1,1,1,8000
Apartment,Pretoria,Brooklyn,2,2,2,13800
Apartment,Pretoria,Waterkloof,2,1,1,23990
Apartment,Pretoria,Hatfield,1,1,1,5940
Apartment,Pretoria,Brooklyn,2,1,2,14000
Apartment,Pretoria,Waterkloof,2,2,2,10990
Apartment,Pretoria,Brooklyn,5,3,3,13000
Apartment,Pretoria,Montana,1,1,1,5000
Apartment,Pretoria,Arcadia,2,2,1,12000
Apartment,Pretoria,Hatfield,1,1,1,5500
Apartment,Pretoria,Arcadia,2,2,1,7250
Apartment,Pretoria,Brooklyn,2,1,1,16900
Apartment,Pretoria,Sunnyside,2,4,1,5000
Apartment,Pretoria,Waterkloof,1,2,4,18990
Apartment,Pretoria,"Olympus AH",2,4,2,12320
Apartment,Pretoria,Hillcrest,1,1,1,9000
Apartment,Pretoria,Hatfield,2,2,1,8500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,11000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,9500
Apartment,Pretoria,Sunnyside,2,1,1,6750
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,15000
Apartment,Pretoria,Brooklyn,3,1,2,14000
Apartment,Pretoria,Menlyn,5,2,4,40000
Apartment,Pretoria,Hillcrest,2,1,1,8500
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,Sinoville,2,2,1,10500
Apartment,Pretoria,Arcadia,1,1,1,7000
Apartment,Pretoria,Hatfield,2,1,1,5000
Apartment,Pretoria,Hatfield,1,1,1,10500
Apartment,Pretoria,Waterkloof,3,3,1,9990
Apartment,Pretoria,Arcadia,2,2,3,4160
Apartment,Pretoria,Sinoville,3,3,1,10500
Apartment,Pretoria,Sinoville,2,1,2,10200
Apartment,Pretoria,Waterkloof,4,4,2,17990
Apartment,Pretoria,Waterkloof,1,1,2,9990
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,1,19500
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,"Menlo Park",2,2,2,21500
Apartment,Pretoria,Hatfield,1,1,1,7200
Apartment,Pretoria,"Menlo Park",2,3,2,13000
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,11990
Apartment,Pretoria,Hatfield,1,1,1,7200
Apartment,Pretoria,Equestria,2,2,2,23500
Apartment,Pretoria,Hatfield,1,1,1,6800
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,"Menlo Park",2,2,3,19900
Apartment,Pretoria,Brooklyn,1,2,2,4800
Apartment,Pretoria,Hatfield,2,1,1,6800
Apartment,Pretoria,Menlyn,1,1,1,26000
Apartment,Pretoria,"Philip Nel Park",2,1,2,6570
Apartment,Pretoria,Arcadia,2,1,2,10500
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,17000
Apartment,Pretoria,"Pretoria Central",3,2,1,3800
Apartment,Pretoria,Waterkloof,2,1,1,27990
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,15500
Apartment,Pretoria,Sunnyside,1,1,1,4620
Apartment,Pretoria,Hatfield,2,1,1,7950
Apartment,Pretoria,Hatfield,2,1,1,7950
Apartment,Pretoria,Hatfield,1,1,1,8500
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,2,17000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8200
Apartment,Pretoria,Arcadia,1,1,1,8300
Apartment,Pretoria,"Pretoria North",4,4,2,4800
Apartment,Pretoria,Brooklyn,2,1,1,3900
Apartment,Pretoria,Montana,4,3,3,7500
Apartment,Pretoria,"Pretoria North",2,1,2,7150
Apartment,Pretoria,Montana,3,2,4,8400
Apartment,Pretoria,Waterkloof,2,1,1,17990
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8200
Apartment,Pretoria,Hatfield,1,1,1,4830
Apartment,Pretoria,Equestria,2,1,2,10500
Apartment,Pretoria,Hatfield,1,1,2,5750
Apartment,Pretoria,Sinoville,3,3,4,20000
Apartment,Pretoria,Hazeldean,1,1,2,10000
Apartment,Pretoria,Brooklyn,2,2,2,15000
Apartment,Pretoria,Sinoville,3,2,2,7900
Apartment,Pretoria,Sunnyside,4,1,2,9800
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,13000
Apartment,Pretoria,"Pretoria North",2,1,1,7150
Apartment,Pretoria,Hatfield,1,1,2,5900
Apartment,Pretoria,Brooklyn,1,1,4,6300
Apartment,Pretoria,Sinoville,2,2,4,10400
Apartment,Pretoria,Menlyn,2,2,1,28000
Apartment,Pretoria,"Willow Park Manor",1,1,1,10500
Apartment,Pretoria,Sinoville,2,2,1,10500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,3,10000
Apartment,Pretoria,Waverley,2,2,2,11000
Apartment,Pretoria,Waverley,2,1,1,9750
Apartment,Pretoria,Hatfield,2,1,4,9765
Apartment,Pretoria,Waterkloof,1,1,2,10990
Apartment,Pretoria,Hillcrest,2,1,1,8600
Apartment,Pretoria,Brooklyn,1,1,1,13000
Apartment,Pretoria,"Menlo Park",1,1,1,5000
Apartment,Pretoria,Arcadia,2,1,1,5200
Apartment,Pretoria,"Olympus AH",1,2,2,14500
Apartment,Pretoria,"Nieuw Muckleneuk",1,3,1,13800
Apartment,Pretoria,"Silver Lakes Golf Estate",2,3,1,35000
Apartment,Pretoria,"Silver Lakes Golf Estate",2,1,1,12000
Apartment,Pretoria,Sunnyside,5,1,2,4300
Apartment,Pretoria,"Faerie Glen",3,2,2,12950
Apartment,Pretoria,"Faerie Glen",3,2,1,12950
Apartment,Pretoria,Sinoville,1,1,3,10200
Apartment,Pretoria,"Menlo Park",2,2,2,19900
Apartment,Pretoria,Hatfield,1,1,1,5750
Apartment,Pretoria,Hatfield,1,1,2,7200
Apartment,Pretoria,"Pretoria North",3,3,2,4000
Apartment,Pretoria,Montana,3,2,2,21000
Apartment,Pretoria,Sinoville,5,4,1,10200
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8500
Apartment,Pretoria,Montana,1,1,1,10150
Apartment,Pretoria,"Pretoria North",2,1,1,5500
Apartment,Pretoria,Hatfield,1,1,4,4250
Apartment,Pretoria,Hillcrest,2,1,1,5000
Apartment,Pretoria,Sunnyside,2,1,1,5830
Apartment,Pretoria,Brooklyn,2,2,4,12900
Apartment,Pretoria,"Menlo Park",1,1,2,11500
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,16500
Apartment,Pretoria,"Willow Park Manor",3,2,2,10500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8200
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,2,17300
Apartment,Pretoria,"Pretoria Central",1,1,2,4235
Apartment,Pretoria,Brooklyn,1,1,1,9500
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Hatfield,1,1,1,6200
Apartment,Pretoria,"Pretoria Central",1,1,4,4310
Apartment,Pretoria,Menlyn,2,2,2,12750
Apartment,Pretoria,Waterkloof,3,2,3,20500
Apartment,Pretoria,"Willow Park Manor",3,2,2,14000
Apartment,Pretoria,"Philip Nel Park",2,1,1,5780
Apartment,Pretoria,Sinoville,2,2,2,10400
Apartment,Pretoria,Hatfield,2,2,1,10000
Apartment,Pretoria,Sinoville,2,2,1,10500
Apartment,Pretoria,Annlin,2,1,2,7400
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Sinoville,2,2,1,10500
Apartment,Pretoria,Mooikloof,2,2,2,12500
Apartment,Pretoria,"Olympus AH",2,2,1,9900
Apartment,Pretoria,Hatfield,1,1,1,7000
Apartment,Pretoria,Arcadia,1,1,2,6990
Apartment,Pretoria,Brooklyn,1,1,1,9500
Apartment,Pretoria,Waterkloof,1,2,1,11990
Apartment,Pretoria,Brooklyn,1,3,1,12500
Apartment,Pretoria,"Nieuw Muckleneuk",3,1,1,20500
Apartment,Pretoria,"Menlo Park",2,2,2,22000
Apartment,Pretoria,"Pretoria North",2,1,1,6500
Apartment,Pretoria,Waterkloof,1,1,1,11990
Apartment,Pretoria,Hazeldean,3,2,1,9500
Apartment,Pretoria,"Pretoria North",2,1,1,5500
Apartment,Pretoria,Hatfield,1,1,1,6250
Apartment,Pretoria,Brooklyn,2,2,1,15995
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Waterkloof,1,1,2,15990
Apartment,Pretoria,Waterkloof,3,3,1,20800
Apartment,Pretoria,Menlyn,1,1,1,18900
Apartment,Pretoria,"Pretoria Central",2,2,1,5000
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,13000
Apartment,Pretoria,"Faerie Glen",2,2,2,12750
Apartment,Pretoria,Mooikloof,1,1,1,6700
Apartment,Pretoria,"Pretoria North",1,1,1,4605
Apartment,Pretoria,Waverley,2,1,1,6250
Apartment,Pretoria,Lynnwood,4,1,1,9200
Apartment,Pretoria,Hatfield,1,1,1,5940
Apartment,Pretoria,Arcadia,2,1,1,6200
Apartment,Pretoria,Menlyn,1,1,1,13900
Apartment,Pretoria,"Faerie Glen",2,1,1,7900
Apartment,Pretoria,Hatfield,2,1,1,9300
Apartment,Pretoria,Sunnyside,1,1,2,3303
Apartment,Pretoria,"Blyde Riverwalk Estate",2,1,1,10000
Apartment,Pretoria,Brooklyn,2,2,1,16500
Apartment,Pretoria,Hatfield,4,2,4,13000
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,17900
Apartment,Pretoria,Arcadia,3,1,4,6050
Apartment,Pretoria,Mooikloof,3,2,1,11500
Apartment,Pretoria,"Faerie Glen",2,1,2,8600
Apartment,Pretoria,Lynnwood,3,2,2,15500
Apartment,Pretoria,Hatfield,2,1,1,7200
Apartment,Pretoria,"Pretoria Central",2,1,1,6400
Apartment,Pretoria,Waterkloof,1,1,1,8990
Apartment,Pretoria,Mooikloof,1,1,2,7700
Apartment,Pretoria,Montana,2,2,2,10200
Apartment,Pretoria,"Menlo Park",2,2,2,25000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8000
Apartment,Pretoria,Mooikloof,1,1,1,7500
Apartment,Pretoria,Sinoville,2,2,1,10500
Apartment,Pretoria,Montana,1,1,1,5000
Apartment,Pretoria,Montana,2,1,1,9650
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,3,17000
Apartment,Pretoria,Arcadia,2,1,2,5820
Apartment,Pretoria,Menlyn,3,2,1,35000
Apartment,Pretoria,Waterkloof,1,1,1,15990
Apartment,Pretoria,Waterkloof,1,1,2,15990
Apartment,Pretoria,Sunnyside,2,1,1,3053
Apartment,Pretoria,Hazeldean,1,2,4,8800
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,Annlin,2,1,2,7900
Apartment,Pretoria,Montana,2,2,2,8400
Apartment,Pretoria,Waterkloof,2,1,1,15000
Apartment,Pretoria,"Silver Lakes Golf Estate",2,3,1,23000
Apartment,Pretoria,"Pretoria Central",1,2,2,4550
